type,issuercode,issuername,assetname,assetcode,,,,,,,,,,,,,,,,
SC,PER,Perpetual Investment Management Limited,Perpetual WealthFocus Investment Balanced Growth Fund,PER0100AU,,,,,,,,,,,,,,,,
SC,PER,Perpetual Investment Management Limited,Perpetual Wholesale Concentrated Equity Fund,PER0102AU,,,,,,,,,,,,,,,,
SC,PER,Perpetual Investment Management Limited,Perpetual Wholesale Monthly Income Fund,PER0106AU,,,,,,,,,,,,,,,,
SC,PER,Perpetual Investment Management Limited,Perpetual Wholesale Diversified Growth Fund,PER0114AU,,,,,,,,,,,,,,,,
SC,PER,Perpetual Investment Management Limited,Quantitative Investments Wholesale Alpha Core Fund,PER0115AU,,,,,,,,,,,,,,,,
SC,PER,Perpetual Investment Management Limited,Perpetual Wholesale Ethical SRI Fund,PER0116AU,,,,,,,,,,,,,,,,
SC,PER,Perpetual Investment Management Limited,Perpetual WealthFocus Investments Mortgage Fund,PER0239AU,,,,,,,,,,,,,,,,
SC,PER,Perpetual Investment Management Limited,Perpetual Exact Market Cash Fund,PER0258AU,,,,,,,,,,,,,,,,
SC,PER,Perpetual Investment Management Limited,Perpetual Wholesale Smaller Companies Fund No. 2,PER0259AU,,,,,,,,,,,,,,,,
SC,PER,Perpetual Investment Management Limited,Perpetual Wholesale Diversified Income Fund,PER0260AU,,,,,,,,,,,,,,,,
SC,PER,Perpetual Investment Management Limited,Perpetual Credit Income Fund,PER0263AU,,,,,,,,,,,,,,,,
SC,PEN,Pengana Capital Limited,Pengana Emerging Companies Fund,PER0270AU,,,,,,,,,,,,,,,,
SC,PER,Perpetual Investment Management Limited,Perpetual Australian Share Fund,PER0281AU,,,,,,,,,,,,,,,,
SC,PER,Perpetual Investment Management Limited,Perpetual Growth Opportunities Fund,PER0437AU,,,,,,,,,,,,,,,,
SC,PER,Perpetual Investment Management Limited,Perpetual Pure Value Share Fund,PER0439AU,,,,,,,,,,,,,,,,
SC,PER,Perpetual Investment Management Limited,Perpetual WealthFocus Inv't Advantage Concentrated Equity,PER0488AU,,,,,,,,,,,,,,,,
SC,PER,Perpetual Investment Management Limited,Perpetual WFIA-Perpetual Ethical SRI Fund,PER0491AU,,,,,,,,,,,,,,,,
SC,PER,Perpetual Investment Management Limited,WealthFocus Investment Advantage Perpetual's Geared Australian,PER0492AU,,,,,,,,,,,,,,,,
SC,PER,Perpetual Investment Management Limited,Perpetual WealthFocus Invest Advantage SHARE-PLUS Long-Short,PER0495AU,,,,,,,,,,,,,,,,
SC,AQR,AQR Capital Mgt (PTS) (Calastone),AQR Wholesale DELTA Fund - Class 1F,PER0554AU,,,,,,,,,,,,,,,,
SC,PER,Perpetual Investment Management Limited,Perpetual Diversified Real Return Fund,PER0556AU,,,,,,,,,,,,,,,,
SC,PER,Perpetual Investment Management Limited,Perpetual Wholesale Dynamic Fixed Income Fund,PER0557AU,,,,,,,,,,,,,,,,
SC,FMA,Perpetual Trust Services Ltd - Firstmac,FirstMac High Livez Fund - Retail Class,PER0561AU,,,,,,,,,,,,,,,,
SC,PER,Perpetual Investment Management Limited,Perpetual High Grade Treasury - Class Retail,PER0562AU,,,,,,,,,,,,,,,,
SC,AQR,AQR Capital Mgt (PTS) (Calastone),AQR Wholesale Managed Futures - Class 1P,PER0634AU,,,,,,,,,,,,,,,,
SC,PER,Perpetual Investment Management Limited,Perpetual Pure Equity Alpha Fund,PER0668AU,,,,,,,,,,,,,,,,
SC,PER,Perpetual Investment Management Limited,Perpetual Pure Credit Alpha Fund - Class W,PER0669AU,,,,,,,,,,,,,,,,
SC,MOR,Morphic Asset Mgt P/L (RE: Perpetual Trust Services),Morphic Global Opportunities Fund,PER0673AU,,,,,,,,,,,,,,,,
SC,AQR,AQR Capital Mgt (PTS) (Calastone),AQR Global Risk Premium Trust - Class 1F,PER0696AU,,,,,,,,,,,,,,,,
SC,FMA,Perpetual Trust Services Ltd - Firstmac,FirstMac High Livez Fund - Wholesale Class,PER0697AU,,,,,,,,,,,,,,,,
SC,PEP,Blue Quay Investment Mgt (Perpetual Trust Services),Blue Quay High Income Fund,PER0702AU,,,,,,,,,,,,,,,,
SC,PER,Perpetual Investment Management Limited,Perpetual Pure Microcap Fund - Class A,PER0704AU,,,,,,,,,,,,,,,,
SC,JPG,JPMorgan (PTS) (Calastone),JPMorgan Emerging Markets Opportunities Fund,PER0713AU,,,,,,,,,,,,,,,,
SC,JPG,JPMorgan (PTS) (Calastone),JPMorgan Global Research Enhanced Index Equity Fund (Hedged),PER0715AU,,,,,,,,,,,,,,,,
SC,JPG,JPMorgan (PTS) (Calastone),JPMorgan Global Bond Opportunities Fund,PER0716AU,,,,,,,,,,,,,,,,
SC,JPG,JPMorgan (PTS) (Calastone),JPMorgan Global Research Enhanced Index Equity,PER0719AU,,,,,,,,,,,,,,,,
SC,JPG,JPMorgan (PTS) (Calastone),JPMorgan Global Strategic Bond Fund,PER0727AU,,,,,,,,,,,,,,,,
SC,BMO,BMO Global Asset Mgt (PTS) (Calastone),BMO Pyrford Global Absolute Return Fund,PER0728AU,,,,,,,,,,,,,,,,
SC,PTS,Perpetual Trust Services Ltd - RBC (Swiftnet),FQ Global Alternative Return Fund,PER0730AU,,,,,,,,,,,,,,,,
SC,PBI,PineBridge Investments LLC (PTS) (Calastone),PineBridge Global Dynamic Asset Allocation Fund - I,PER0731AU,,,,,,,,,,,,,,,,
SC,PER,Perpetual Investment Management Limited,Perpetual Global Share Fund - Class A,PER0733AU,,,,,,,,,,,,,,,,
SC,PBI,PineBridge Investments LLC (PTS) (Calastone),PineBridge Global Dynamic Asset Allocation Fund - R,PER0744AU,,,,,,,,,,,,,,,,
SC,JPG,JPMorgan (PTS) (Calastone),JPMorgan Global Bond Fund,PER0750AU,,,,,,,,,,,,,,,,
SC,PER,Perpetual Investment Management Limited,Perpetual Wholesale Global Share Fund Hedged,PER0752AU,,,,,,,,,,,,,,,,
SC,JPG,JPMorgan (PTS) (Calastone),JPMorgan Systematic Alpha Fund,PER0755AU,,,,,,,,,,,,,,,,
SC,AQR,AQR Capital Mgt (PTS) (Calastone),AQR Wholesale Managed Futures - Class 2F,PER0756AU,,,,,,,,,,,,,,,,
SC,JPG,JPMorgan (PTS) (Calastone),JPMorgan Global Macro Opportunities Fund,PER0758AU,,,,,,,,,,,,,,,,
SC,MDP,Charter Hall Direct Property Mgt (Calastone),PFA Diversified Property Trust,PFA0001AU,,,,,,,,,,,,,,,,
SC,PAL,Paragon Funds Management Ltd (Calastone),Paragon Fund - IDPS Class B,PGF0001AU,,,,,,,,,,,,,,,,
SC,PRE,Principal Global Investors (Australia) Ltd (Calastone),Principal Global Credit Opportunities Fund,PGI0001AU,,,,,,,,,,,,,,,,
SC,PRE,Principal Global Investors (Australia) Ltd (Calastone),Principal Global Property Securities Fund,PGI0002AU,,,,,,,,,,,,,,,,
SC,PRE,Principal Global Investors (Australia) Ltd (Calastone),Principal Global Opportunities Equity Fund,PGI0004AU,,,,,,,,,,,,,,,,
SC,UFM,IOOF Investment Management,IOOF Cash Management Trust - Class A,PIM0002AU,,,,,,,,,,,,,,,,
SC,IOM,IOOF Investment Mgt Ltd - MultiMix (Calastone),IOOF Income Fund,PIM0003AU,,,,,,,,,,,,,,,,
SC,AVI,Aviva Investors (The Trust Company RE Services Ltd),Aviva Investors Multi-Strategy Target Return Fund,PIM0026AU,,,,,,,,,,,,,,,,
SC,DNR,Dalton Nicol Reid P/L The Trust Company (RE Services) Ltd,DNR Capital Australian Equities High Conviction Fund,PIM0028AU,,,,,,,,,,,,,,,,
SC,HLL,Harding Loevner (The Trust Company RE Services),Harding Loevner Emerging Markets Equity Fund,PIM0032AU,,,,,,,,,,,,,,,,
SC,CAP,Capital Fund Mgt LLP (The Trust Company RE Services),CFM Institutional Systematic Diversified Trust,PIM0034AU,,,,,,,,,,,,,,,,
SC,PML,The Trust Company (RE Services) Limited,The Trust Company Bond Fund,PIM0101AU,,,,,,,,,,,,,,,,
SC,PLA,Platinum Asset Management (Calastone),Platinum European Fund,PLA0001AU,,,,,,,,,,,,,,,,
SC,PLA,Platinum Asset Management (Calastone),Platinum International Fund,PLA0002AU,,,,,,,,,,,,,,,,
SC,PLA,Platinum Asset Management (Calastone),Platinum Japan Fund,PLA0003AU,,,,,,,,,,,,,,,,
SC,PLA,Platinum Asset Management (Calastone),Platinum Asia Fund,PLA0004AU,,,,,,,,,,,,,,,,
SC,PLA,Platinum Asset Management (Calastone),Platinum International Health Care Fund,PLA0005AU,,,,,,,,,,,,,,,,
SC,PLA,Platinum Asset Management (Calastone),Platinum Unhedged Fund,PLA0006AU,,,,,,,,,,,,,,,,
SC,PLA,Platinum Asset Management (Calastone),Platinum Global Fund,PLA0017AU,,,,,,,,,,,,,,,,
SC,PLA,Platinum Asset Management (Calastone),Platinum International Brands Fund,PLA0100AU,,,,,,,,,,,,,,,,
SC,PLA,Platinum Asset Management (Calastone),Platinum International Technology Fund,PLA0101AU,,,,,,,,,,,,,,,,
SC,PCL,Placer Property Limited (Calastone),NewAction East Property Fund,PLL0002AU,,,,,,,,,,,,,,,,
SC,PMC,PM Capital Limited (Calastone),PM Capital Asian Companies Fund,PMC0002AU,,,,,,,,,,,,,,,,
SC,ZUR,Zurich Investment Management Limited,Zurich Investments Global Equity Income Fund,PMC0003AU,,,,,,,,,,,,,,,,
SC,PMC,PM Capital Limited (Calastone),PM Capital Global Companies Fund,PMC0100AU,,,,,,,,,,,,,,,,
SC,PMC,PM Capital Limited (Calastone),PM Capital Australian Companies Fund,PMC0101AU,,,,,,,,,,,,,,,,
SC,PMC,PM Capital Limited (Calastone),PM Capital Enhanced Yield Fund,PMC0103AU,,,,,,,,,,,,,,,,
SC,PAM,Patersons Asset Management Limited,Patersons Australian Equity Fund,PML0002AU,,,,,,,,,,,,,,,,
SC,NPP,Antares Capital Partners Limited,Antares Dividend Builder,PPL0002AU,,,,,,,,,,,,,,,,
SC,NPP,Antares Capital Partners Limited,Antares Long/Short Equity Fund,PPL0006AU,,,,,,,,,,,,,,,,
SC,ANT,Antares Capital Partners,Presima Global Property Securities Concentrated Fund,PPL0026AU,,,,,,,,,,,,,,,,
SC,ANT,Antares Capital Partners,Antares Income Fund,PPL0028AU,,,,,,,,,,,,,,,,
SC,ANT,Antares Capital Partners,Redpoint Global Infrastructure Fund,PPL0031AU,,,,,,,,,,,,,,,,
SC,NPP,Antares Capital Partners Limited,Antares Australian Shares Fund - Wholesale,PPL0104AU,,,,,,,,,,,,,,,,
SC,NPP,Antares Capital Partners Limited,Antares High Growth Shares Fund,PPL0106AU,,,,,,,,,,,,,,,,
SC,NPP,Antares Capital Partners Limited,Antares Small Companies Fund,PPL0107AU,,,,,,,,,,,,,,,,
SC,NPP,Antares Capital Partners Limited,Antares Personal High Growth Shares Fund,PPL0108AU,,,,,,,,,,,,,,,,
SC,NPP,Antares Capital Partners Limited,Antares Australian Equities Fund,PPL0110AU,,,,,,,,,,,,,,,,
SC,NPP,Antares Capital Partners Limited,Antares Elite Opportunities Fund,PPL0115AU,,,,,,,,,,,,,,,,
SC,NPP,Antares Capital Partners Limited,Antares Elite Opportunities Shares Fund,PPL0116AU,,,,,,,,,,,,,,,,
SC,PRE,Principal Global Investors (Australia) Ltd (Calastone),Principal Property Securities Fund,PRE0001AU,,,,,,,,,,,,,,,,
SC,AAM,Mutual Limited,Mutual 50 Leaders Australian Shares Fund,PRM0001AU,,,,,,,,,,,,,,,,
SC,AAM,Mutual Limited,MCTDF Class A,PRM0010AU,,,,,,,,,,,,,,,,
SC,AAM,Mutual Limited,MCTDF Class B,PRM0013AU,,,,,,,,,,,,,,,,
SC,AAM,Mutual Limited,MIF Class A,PRM0015AU,,,,,,,,,,,,,,,,
SC,CML,Colonial Mutual Life Assurance Society Limited,Colonial PSL Investment Bond 4/90 - Capital Stable (G),PRU0633AU,,,,,,,,,,,,,,,,
SC,CML,Colonial Mutual Life Assurance Society Limited,Colonial PSL Investment Bond 4/90 - Balanced (G),PRU0637AU,,,,,,,,,,,,,,,,
SC,CML,Colonial Mutual Life Assurance Society Limited,Colonial PSL DIT- Exempt Capital Safe,PRU0807AU,,,,,,,,,,,,,,,,
SC,CML,Colonial Mutual Life Assurance Society Limited,Colonial PSL DIT- Exempt Balanced,PRU0809AU,,,,,,,,,,,,,,,,
SC,PER,Perpetual Investment Management Limited,Perpetual Wholesale Income Share Fund,PTC0002AU,,,,,,,,,,,,,,,,
SC,PFM,Putnam (EQT),Putnam Worldwide Income Fund,PTN0002AU,,,,,,,,,,,,,,,,
SC,PRM,Prime Value Asset Management Limited,Prime Value Opportunities Fund - Class B,PVA0006AU,,,,,,,,,,,,,,,,
SC,PRM,Prime Value Asset Management Limited,Prime Value Growth Fund - Class B,PVA0011AU,,,,,,,,,,,,,,,,
SC,PRM,Prime Value Asset Management Limited,Prime Value Imputation Fund - Class B,PVA0022AU,,,,,,,,,,,,,,,,
SC,MLI,BlackRock Investment Mgt (Aus) Ltd (Swiftnet),BlackRock Equity Fund,PWA0001AU,,,,,,,,,,,,,,,,
SC,MLI,BlackRock Investment Mgt (Aus) Ltd (Swiftnet),BlackRock Income Trust,PWA0004AU,,,,,,,,,,,,,,,,
SC,MLI,BlackRock Investment Mgt (Aus) Ltd (Swiftnet),BlackRock Managed Income Fund,PWA0012AU,,,,,,,,,,,,,,,,
SC,MLI,BlackRock Investment Mgt (Aus) Ltd (Swiftnet),BlackRock Balanced Fund - Retail,PWA0013AU,,,,,,,,,,,,,,,,
SC,MLI,BlackRock Investment Mgt (Aus) Ltd (Swiftnet),BlackRock Australian Share Fund,PWA0014AU,,,,,,,,,,,,,,,,
SC,MLI,BlackRock Investment Mgt (Aus) Ltd (Swiftnet),BlackRock Australian Share Fund Plus,PWA0015AU,,,,,,,,,,,,,,,,
SC,MLI,BlackRock Investment Mgt (Aus) Ltd (Swiftnet),BlackRock Global High Conviction Fund,PWA0016AU,,,,,,,,,,,,,,,,
SC,MLI,BlackRock Investment Mgt (Aus) Ltd (Swiftnet),BlackRock Wholesale Managed Income Fund,PWA0821AU,,,,,,,,,,,,,,,,
SC,MLI,BlackRock Investment Mgt (Aus) Ltd (Swiftnet),BlackRock Wholesale Balanced Fund,PWA0822AU,,,,,,,,,,,,,,,,
SC,MLI,BlackRock Investment Mgt (Aus) Ltd (Swiftnet),BlackRock Wholesale Australian Share Fund,PWA0823AU,,,,,,,,,,,,,,,,
SC,MLI,BlackRock Investment Mgt (Aus) Ltd (Swiftnet),BlackRock Wholesale International Bond Fund,PWA0825AU,,,,,,,,,,,,,,,,
SC,QCU,Queensland Country Credit Union,Queensland Country Credit Union CMA,QCUA1000Q,,,,,,,,,,,,,,,,
SC,DDH,DDH Graham Limited,DDH Balanced Growth Fund,QIN0003AU,,,,,,,,,,,,,,,,
SC,QFM,Quantum Funds Management Limited,Quantum USA Residential Property Fund,QSM0019AU,,,,,,,,,,,,,,,,
SC,QTM,QT Mutual Bank Limited,QT Cash Investment Account,QTC0001AU,,,,,,,,,,,,,,,,
SC,RFA,BT,BT Fixed Interest Fund,RFA0002AU,,,,,,,,,,,,,,,,
SC,RFA,BT,BT Core Australian Share Fund,RFA0011AU,,,,,,,,,,,,,,,,
SC,RFA,BT,BT Smaller Companies Fund,RFA0012AU,,,,,,,,,,,,,,,,
SC,RFA,BT,BT Natural Resources Fund,RFA0013AU,,,,,,,,,,,,,,,,
SC,RFA,BT,BT Global Share Fund,RFA0014AU,,,,,,,,,,,,,,,,
SC,RFA,BT,BT Imputation Fund - Retail,RFA0019AU,,,,,,,,,,,,,,,,
SC,RFA,BT,BT Investment Funds - BT Active Balanced Fund,RFA0020AU,,,,,,,,,,,,,,,,
SC,RFA,BT,BT Classic Investment Funds - BT Active Balanced Fund NEF,RFA0021AU,,,,,,,,,,,,,,,,
SC,RFA,BT,BT Classic Investment Funds - BT Tax Effective Income Fund,RFA0023AU,,,,,,,,,,,,,,,,
SC,RFA,BT,BT Classic Investment Funds - BT Diversified Share Fund NEF,RFA0024AU,,,,,,,,,,,,,,,,
SC,RFA,BT,BT Wholesale Ethical Share Fund,RFA0025AU,,,,,,,,,,,,,,,,
SC,RFA,BT,BT Core Hedged Global Share Fund,RFA0030AU,,,,,,,,,,,,,,,,
SC,RFA,BT,BT Wholesale Core Hedged Global Share Fund,RFA0031AU,,,,,,,,,,,,,,,,
SC,RFA,BT,BT Wholesale Global Fixed Interest Fund,RFA0032AU,,,,,,,,,,,,,,,,
SC,RFA,BT,BT Diversified Share Fund,RFA0033AU,,,,,,,,,,,,,,,,
SC,RFA,BT,BT Tax Effective Income Fund,RFA0034AU,,,,,,,,,,,,,,,,
SC,RFA,BT,BT Wholesale Global Property Securities Fund,RFA0051AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Wholesale Focus Australian Share Fund,RFA0059AU,,,,,,,,,,,,,,,,
SC,RFA,BT,BT Wholesale MicroCap Opportunities Fund,RFA0061AU,,,,,,,,,,,,,,,,
SC,RFA,BT,BT Wholesale Enhanced Credit Fund,RFA0100AU,,,,,,,,,,,,,,,,
SC,RFA,BT,BT Wholesale Imputation Fund,RFA0103AU,,,,,,,,,,,,,,,,
SC,RFA,BT,BT Wholesale Geared Imputation Fund,RFA0130AU,,,,,,,,,,,,,,,,
SC,RFA,BT,BT Sustainable Conservative Fund,RFA0811AU,,,,,,,,,,,,,,,,
SC,RFA,BT,BT Wholesale Fixed Interest Fund,RFA0813AU,,,,,,,,,,,,,,,,
SC,RFA,BT,BT Wholesale Active Balanced Fund,RFA0815AU,,,,,,,,,,,,,,,,
SC,RFA,BT,BT Wholesale Property Investment Fund,RFA0817AU,,,,,,,,,,,,,,,,
SC,RFA,BT,BT Wholesale Core Australian Share Fund,RFA0818AU,,,,,,,,,,,,,,,,
SC,RFA,BT,BT Wholesale Smaller Companies Fund,RFA0819AU,,,,,,,,,,,,,,,,
SC,RFA,BT,BT Wholesale Core Global Share Fund,RFA0821AU,,,,,,,,,,,,,,,,
SC,RFA,BT,BT Active Balanced PST,RFA0823AU,,,,,,,,,,,,,,,,
SC,RFM,Rural Funds Management Limited,RFM StockBank Fund,RFM0009AU,,,,,,,,,,,,,,,,
SC,REG,Regal Funds Management P/L,Tasman Market Neutral Fund,RGL0001AU,,,,,,,,,,,,,,,,
SC,REG,Regal Funds Management P/L,Regal Australian Long Short Equity Fund,RGL0002AU,,,,,,,,,,,,,,,,
SC,REG,Regal Funds Management P/L,Regal Australian Small Companies Fund,RGL0004AU,,,,,,,,,,,,,,,,
SC,REG,Regal Funds Management P/L,Atlantic Absolute Return Fund,RGL0005AU,,,,,,,,,,,,,,,,
SC,RGL,Regal Funds Management P/L (Apex Registry),Regal Emerging Companies Fund,RGL0006AU,,,,,,,,,,,,,,,,
SC,RIM,Russell Investment Mgt Ltd (Calastone),Russell Balanced Fund - A ClassFR031,RIM0001AU,,,,,,,,,,,,,,,,
SC,RIM,Russell Investment Mgt Ltd (Calastone),Russell Conservative Fund - A ClassFR029,RIM0002AU,,,,,,,,,,,,,,,,
SC,RIM,Russell Investment Mgt Ltd (Calastone),Russell Diversified 50 Fund - A ClassFR028,RIM0003AU,,,,,,,,,,,,,,,,
SC,RIM,Russell Investment Mgt Ltd (Calastone),Russell Growth Fund - A ClassFR030,RIM0004AU,,,,,,,,,,,,,,,,
SC,RIM,Russell Investment Mgt Ltd (Calastone),Russell Australian Bond Fund FR001,RIM0005AU,,,,,,,,,,,,,,,,
SC,RIM,Russell Investment Mgt Ltd (Calastone),Russell Australian Shares Fund - A ClassFR008,RIM0006AU,,,,,,,,,,,,,,,,
SC,RIM,Russell Investment Mgt Ltd (Calastone),Russell International Bond Fund - $A Hedged,RIM0007AU,,,,,,,,,,,,,,,,
SC,RIM,Russell Investment Mgt Ltd (Calastone),Russell International Shares Fund - A ClassFR013,RIM0008AU,,,,,,,,,,,,,,,,
SC,RIM,Russell Investment Mgt Ltd (Calastone),Russell International Shares Fund $A Hedged - A ClassFR016,RIM0009AU,,,,,,,,,,,,,,,,
SC,RIM,Russell Investment Mgt Ltd (Calastone),Russell Balanced Fund Class C Units FR052,RIM0011AU,,,,,,,,,,,,,,,,
SC,RIM,Russell Investment Mgt Ltd (Calastone),Russell Conservative Fund Class C FR050,RIM0012AU,,,,,,,,,,,,,,,,
SC,RIM,Russell Investment Mgt Ltd (Calastone),Russell Diversified 50 Fund Class C FR049,RIM0013AU,,,,,,,,,,,,,,,,
SC,RIM,Russell Investment Mgt Ltd (Calastone),Russell Growth Fund Class C FR051,RIM0014AU,,,,,,,,,,,,,,,,
SC,RIM,Russell Investment Mgt Ltd (Calastone),Russell Australian Shares Fund Class C FR054,RIM0015AU,,,,,,,,,,,,,,,,
SC,RIM,Russell Investment Mgt Ltd (Calastone),Russell International Shares Fund Class C,RIM0016AU,,,,,,,,,,,,,,,,
SC,RIM,Russell Investment Mgt Ltd (Calastone),Russell International Shares Fund $A Hedged C ClassFR060,RIM0017AU,,,,,,,,,,,,,,,,
SC,VEN,Ventura Investment Mgt Ltd (RE: EQT) (Calastone),Ventura Conservative Fund,RIM0018AU,,,,,,,,,,,,,,,,
SC,VEN,Ventura Investment Mgt Ltd (RE: EQT) (Calastone),Ventura Diversified 50 Fund - Wholesale Class,RIM0019AU,,,,,,,,,,,,,,,,
SC,VEN,Ventura Investment Mgt Ltd (RE: EQT) (Calastone),Ventura Growth 70 Fund - Wholesale Class,RIM0020AU,,,,,,,,,,,,,,,,
SC,VEN,Ventura Investment Mgt Ltd (RE: EQT) (Calastone),Ventura Australian Shares Fund - Wholesale Class,RIM0021AU,,,,,,,,,,,,,,,,
SC,VEN,Ventura Investment Mgt Ltd (RE: EQT) (Calastone),Ventura International Shares Fund - Wholesale Class,RIM0022AU,,,,,,,,,,,,,,,,
SC,RIM,Russell Investment Mgt Ltd (Calastone),Russell II Portfolio - Class A Units FR061,RIM0023AU,,,,,,,,,,,,,,,,
SC,RIM,Russell Investment Mgt Ltd (Calastone),Russell IV Portfolio - Class A Units FR062,RIM0024AU,,,,,,,,,,,,,,,,
SC,RIM,Russell Investment Mgt Ltd (Calastone),Russell V Portfolio - Class A Units FR063,RIM0025AU,,,,,,,,,,,,,,,,
SC,RIM,Russell Investment Mgt Ltd (Calastone),Russell Australian Opportunities Fund - A ClassFR087,RIM0029AU,,,,,,,,,,,,,,,,
SC,RIM,Russell Investment Mgt Ltd (Calastone),Russell High Growth Fund - C ClassFR090,RIM0030AU,,,,,,,,,,,,,,,,
SC,RIM,Russell Investment Mgt Ltd (Calastone),Russell Inlt Property Sec Fund $A Hedged - A ClassFR091,RIM0031AU,,,,,,,,,,,,,,,,
SC,RIM,Russell Investment Mgt Ltd (Calastone),Russell Global Opportunities Fund - A ClassFR092,RIM0032AU,,,,,,,,,,,,,,,,
SC,VEN,Ventura Investment Mgt Ltd (RE: EQT) (Calastone),Ventura Australian Opportunities Fund - Wholesale Class,RIM0033AU,,,,,,,,,,,,,,,,
SC,RIM,Russell Investment Mgt Ltd (Calastone),Russell High Growth Fund - A ClassFR117,RIM0034AU,,,,,,,,,,,,,,,,
SC,RIM,Russell Investment Mgt Ltd (Calastone),Russell Australian Cash Enhanced Fund Class A,RIM0037AU,,,,,,,,,,,,,,,,
SC,RIM,Russell Investment Mgt Ltd (Calastone),Russell Emerging Markets Fund Class A - FR148,RIM0038AU,,,,,,,,,,,,,,,,
SC,RIM,Russell Investment Mgt Ltd (Calastone),Russell Global Opportunities Fund-$A Hedged - A ClassFR250,RIM0039AU,,,,,,,,,,,,,,,,
SC,RIM,Russell Investment Mgt Ltd (Calastone),Russell Australian Cash Fund - Class A units,RIM0041AU,,,,,,,,,,,,,,,,
SC,RIM,Russell Investment Mgt Ltd (Calastone),Russell Global Listed Infrastructure Fund- $A Hedged - A,RIM0042AU,,,,,,,,,,,,,,,,
SC,RIM,Russell Investment Mgt Ltd (Calastone),Russell Australian Bond Income Fund - Class A,RIM0045AU,,,,,,,,,,,,,,,,
SC,RIM,Russell Investment Mgt Ltd (Calastone),Russell After Tax Australian Shares Fund Class A - FR277,RIM0046AU,,,,,,,,,,,,,,,,
SC,RIM,Russell Investment Mgt Ltd (Calastone),PartnerShip Conservative Fund Class A FR290,RIM0085AU,,,,,,,,,,,,,,,,
SC,RIM,Russell Investment Mgt Ltd (Calastone),Russell Inv Multi-Asset Growth Strategy Fund (Retail) A FR29,RIM0086AU,,,,,,,,,,,,,,,,
SC,RIM,Russell Investment Mgt Ltd (Calastone),Russell Inv Multi-Asset Growth Strategy Plus A FR292,RIM0087AU,,,,,,,,,,,,,,,,
SC,RIM,Russell Investment Mgt Ltd (Calastone),PartnerShip Debt Management Fund Class A  FR293,RIM0088AU,,,,,,,,,,,,,,,,
SC,RIM,Russell Investment Mgt Ltd (Calastone),Russell Inv Multi-Asset Income Strategy A FR294,RIM0089AU,,,,,,,,,,,,,,,,
SC,RIM,Russell Investment Mgt Ltd (Calastone),Russell Investments Multi-Asset Growth Strategy Fund FR295,RIM0098AU,,,,,,,,,,,,,,,,
SC,UBS,UBS Global Asset Mgt Ltd (Calastone),UBS Diversified Fixed Income Fund,SBC0007AU,,,,,,,,,,,,,,,,
SC,UBS,UBS Global Asset Mgt Ltd (Calastone),UBS Cash Fund,SBC0811AU,,,,,,,,,,,,,,,,
SC,UBS,UBS Global Asset Mgt Ltd (Calastone),UBS Cash Plus Fund,SBC0812AU,,,,,,,,,,,,,,,,
SC,UBS,UBS Global Asset Mgt Ltd (Calastone),UBS Australian Bond Fund,SBC0813AU,,,,,,,,,,,,,,,,
SC,UBS,UBS Global Asset Mgt Ltd (Calastone),UBS Defensive Investment Fund,SBC0814AU,,,,,,,,,,,,,,,,
SC,UBS,UBS Global Asset Mgt Ltd (Calastone),UBS Balanced Investment Fund,SBC0815AU,,,,,,,,,,,,,,,,
SC,UBS,UBS Global Asset Mgt Ltd (Calastone),UBS Property Securities Fund,SBC0816AU,,,,,,,,,,,,,,,,
SC,UBS,UBS Global Asset Mgt Ltd (Calastone),UBS Australian Share Fund,SBC0817AU,,,,,,,,,,,,,,,,
SC,UBS,UBS Global Asset Mgt Ltd (Calastone),UBS International Bond Fund,SBC0819AU,,,,,,,,,,,,,,,,
SC,UBS,UBS Global Asset Mgt Ltd (Calastone),UBS International Share Fund,SBC0822AU,,,,,,,,,,,,,,,,
SC,SCH,Schroder Investment Mgt Australia Ltd (Calastone),Schroder Australian Equity Fund - Professional Class,SCH0002AU,,,,,,,,,,,,,,,,
SC,SCH,Schroder Investment Mgt Australia Ltd (Calastone),Schroder Global Core Fund - Wholesale Class,SCH0003AU,,,,,,,,,,,,,,,,
SC,SCH,Schroder Investment Mgt Australia Ltd (Calastone),Schroder Asia Pacific Fund - Wholesale Class,SCH0006AU,,,,,,,,,,,,,,,,
SC,SCH,Schroder Investment Mgt Australia Ltd (Calastone),Schroder Fixed Income Fund - Professional Class,SCH0016AU,,,,,,,,,,,,,,,,
SC,SCH,Schroder Investment Mgt Australia Ltd (Calastone),Schroder Credit Securities Fund - Professional Class,SCH0024AU,,,,,,,,,,,,,,,,
SC,SCH,Schroder Investment Mgt Australia Ltd (Calastone),Schroder Fixed Income Fund - Wholesale Class,SCH0028AU,,,,,,,,,,,,,,,,
SC,SCH,Schroder Investment Mgt Australia Ltd (Calastone),Schroder Global Value Fund - Wholesale Class,SCH0030AU,,,,,,,,,,,,,,,,
SC,SCH,Schroder Investment Mgt Australia Ltd (Calastone),Schroder Global Value Fund (Hedged) - Wholesale Class,SCH0032AU,,,,,,,,,,,,,,,,
SC,SCH,Schroder Investment Mgt Australia Ltd (Calastone),Schroder Global Emerging Markets Fund - Wholesale Class,SCH0034AU,,,,,,,,,,,,,,,,
